FID	No	Source	Id	river	station	country	x	y	area	altitude	d_start	d_end	orig_lat	orig_lon	areaold	area_1	lat	lon	newlat	newlon	newarea
172	780	RO	44580	Barcau	Salard	RO	0	0	1691	254	2000	2021	47.231528	22.028167	1691	0	47.225	22.025	47.2313	22.0279	1604
173	781	RO	44610	Mures	Ocna_Mures	RO	0	0	9935	703	1991	2021	46.395333	23.852694	9935	0	46.39167	23.85833	46.3954	23.8521	9902
174	782	RO	44612	Mures	Alba_Iulia	RO	0	0	18055	625	1991	2021	46.036056	23.581361	18027	0	46.04167	23.575	46.0379	23.5812	17961
175	784	RO	44681	Aries	Turda	RO	0	0	2367	897	1991	2021	46.566278	23.784444	2367	0	46.55833	23.775	46.5662	23.7846	2369
176	785	RO	44720	Tarnaoe_Mare	Mihalt	RO	0	0	6254	532	2000	2021	46.171611	23.730167	6254	0	46.175	23.74167	46.1721	23.7296	6215
177	786	RO	42119	Timis	Sag	RO	0	0	4493	477	1991	2021	45.6462	21.1781	4408	0	45.64167	21.175	45.6463	21.1779	4383
178	787	RO	42231	Jiu	Podari	RO	0	0	9334	446	1991	2021	44.260139	23.78675	9294	0	44.25833	23.79167	44.2587	23.7863	9280
179	788	RO	42450	Oltet	Bals	RO	0	0	2110	414	2000	2021	44.348333	24.098889	2110	0	44.34167	24.10833	44.3479	24.0979	2093
180	789	RO	42471	oedea	Alexandria	RO	0	0	3295	195	2000	2021	43.986778	25.318806	3295	0	43.99167	25.325	43.9871	25.3187	3276
181	790	RO	42557	Neajlov	Calugareni	RO	0	0	1864	130	2000	2021	44.171167	25.996917	1864	0	44.15833	25.99167	44.17	25.997	3512
182	791	RO	42630	Prahooe	Adancata	RO	0	0	3710	549	2000	2021	44.755833	26.460583	3710	0	44.75833	26.45833	44.7554	26.4604	3675
183	792	RO	42718	Suceaoe	Itcani	RO	0	0	2341	629	2000	2021	47.672778	26.234639	2341	0	47.675	26.225	47.6729	26.2346	2350
184	793	RO	42839	Trotus	oeanceni	RO	0	0	4087	734	2000	2021	46.209667	26.89525	4087	0	46.20833	26.89167	46.2088	26.8954	4071
185	794	RO	42873	Putna	Botarlau	RO	0	0	2543	554	2000	2021	45.632194	27.386417	2543	0	45.625	27.39167	45.6329	27.3871	2491
186	795	RO	42911	Barlad	Tecuci	RO	0	0	177	220	2000	2021	45.8446	27.4403	177	0	45.84167	27.44167	45.8346	27.4429	174
187	796	RO	42708	Siret	Dragesti	RO	0	0	11899	525	1991	2021	46.723639	26.945444	11849	0	46.725	26.94167	46.7246	26.9454	11986
188	797	RO	42945	Prut	Radauti	RO	0	0	9074	529	1991	2021	48.238806	26.824	9309	0	48.24167	26.825	48.2413	26.8271	9280
189	798	RO	42001	Danube	Bazias	RO	0	0	570896	-999	1991	2021	44.8087	21.3901	562383	0	44.80833	21.39167	44.8079	21.3846	567951
190	799	RO	42309	Olt	Hoghiz	RO	0	0	7225	797	2000	2021	45.991889	25.301083	7158	0	45.99167	25.30833	45.9921	25.3004	7153
191	800	RO	44405	Crisul_Alb	Gurahont	RO	0	0	1608	515	2000	2021	46.277722	22.34225	1608	0	46.275	22.35833	46.2779	22.3413	1585
192	801	RO	42153	Barzaoe	Gataia	RO	0	0	719	359	2000	2021	45.439	21.4342	719	0	45.44167	21.44167	45.4387	21.4346	695
193	802	RO	42109	Timis	Lugoj	RO	0	0	2707	666	2000	2021	45.6837	21.9073	2707	0	45.675	21.90833	45.6829	21.9071	2786
194	803	RO	42741	Moldooe	Tupilati	RO	0	0	3940	703	2000	2021	47.084639	26.648111	3940	0	47.09167	26.65833	47.0854	26.6479	3948
195	804	RO	42780	Bistrita	Frumosu	RO	0	0	2866	1172	2000	2021	47.142472	25.861917	2866	0	47.14167	25.85833	47.1421	25.8621	2847
196	805	RO	42057	Ialomita	Ceatal_Izmail	RO	0	0	807000	-999	1990	2009	45.180222	28.8	785915	0	45.24167	28.75833	45.2379	28.7846	790789
197	807	RO	42025	Danube	Zimnicea	RO	0	0	658400	-999	1990	2011	43.630194	25.357306	642273	0	43.625	25.35833	43.6262	25.3554	647711
198	808	RO	42714	Siret	Lungoci	RO	0	0	36030	-999	1990	2011	45.556611	27.509972	36425	0	45.55833	27.50833	45.5579	27.5104	36210
199	809	RO	42612	Ialomita	Cosereni	RO	0	0	6265	-999	1990	2011	44.696972	26.571694	6251	0	44.69167	26.575	44.6962	26.5721	6375
200	811	RO	42318	Olt	Cornet	RO	0	0	13733	-999	1990	2011	45.385111	24.297222	13868	0	45.39167	24.30833	45.3846	24.2979	13845
201	817	HU	442132	Raba	Kormend	HU	0	0	4734	184.15	2015	2021	47.0064	16.6106	4723	0	47.00833	16.60833	47.0063	16.6104	4694
202	818	HU	444567	Crisul_Repede	Korosladany_hid	HU	0	0	8985	80.98	2015	2021	46.953	21.0822	3777	0	46.95833	21.075	46.953	21.082	3776
203	822	RS	44201	Stari_Begej	Hetin	RS	0	0	2271	76.69	1991	2021	45.652777	20.798278	1825	0	45.65833	20.80833	45.6521	20.7979	1843
204	823	RS	42914	Crni_Timok	Gamzigrad	RS	0	0	1213	152.2	1991	2020	43.924319	22.173151	1172	0	43.925	22.175	43.9237	22.1729	1169
205	831	RS	45837	Lim	Prijepolje	RS	0	0	3160	443.37	1991	2021	43.381888	19.637294	3186	0	43.39167	19.64167	43.3821	19.6379	3041
206	832	RS	47260	Ibar	Raska	RS	0	0	6270	392.54	1991	2021	43.296433	20.613816	6145	0	43.29167	20.60833	43.2963	20.6137	6154
207	836	HR	4031	Kupa	Ladesic_Draga	HR	0	0	1445	147.84	2009	2021	45.479444	15.367278	1405	0	45.475	15.375	45.4796	15.3671	1506
208	839	HR	4107	Kupa	Jamnicka_Kiselica	HR	0	0	6895	100.79	1991	2021	45.548611	15.8575	6323	0	45.54167	15.85833	45.548	15.8575	11015
209	840	HR	4065	Kupa	Sisinec	HR	0	0	7364	94.81	2009	2021	45.4485	16.077194	6825	0	45.44167	16.075	45.4479	16.0763	11484
210	841	HR	4010	Kupa	Farkasic	HR	0	0	8992	93.82	2000	2021	45.483278	16.152694	8420	0	45.475	16.15833	45.4829	16.1529	13100
211	842	HR	3217	Una	Kostajnica	HR	0	0	8876	103.2	2009	2021	45.222389	16.548722	7693	0	45.225	16.54167	45.2221	16.5487	9151
212	845	HR	3121	Saoe	Zagreb	HR	0	0	12450	112.26	1991	2021	45.7845	15.953306	11573	0	45.79167	15.95833	45.7837	15.9529	12228
213	850	HR	3219	Saoe	Jasenooec	HR	0	0	38953	86.82	1991	2021	45.266806	16.907472	28719	0	45.275	16.90833	45.2662	16.9079	33715
214	851	HR	3104	Saoe	Stara_Gradiska	HR	0	0	40262	85.47	2009	2021	45.15025	17.249944	37895	0	45.14167	17.24167	45.1487	17.2504	44739
215	852	HR	3179	Saoe	Daoer	HR	0	0	47179	82.59	1991	2021	45.128028	17.539556	44236	0	45.125	17.54167	45.1262	17.5404	50955
216	853	HR	3177	Saoe	Slaoenski_Kobas	HR	0	0	48744	82.69	2009	2021	45.098861	17.737833	45840	0	45.09167	17.74167	45.0979	17.7371	52604
217	854	HR	3098	Saoe	Slaoenski_Brod	HR	0	0	50858	81.8	1991	2021	45.152944	18.004778	47764	0	45.15833	18.00833	45.1521	18.0046	54457
218	856	HR	3211	Saoe	Zupanja_Stepenica	HR	0	0	62891	76.28	1991	2021	45.073472	18.686667	59242	0	45.075	18.69167	45.0746	18.6863	66166
219	857	HR	5115	Draoe	Donja_Dubraoe	HR	0	0	16770	129.7	2009	2021	46.309028	16.816639	16701	0	46.30833	16.80833	46.3088	16.8163	16630
220	858	HR	5008	Draoe	Botooe	HR	0	0	31038	121.55	1991	2021	46.242361	16.939111	31122	0	46.24167	16.94167	46.2413	16.9387	30971
221	859	HR	5098	Draoe	Nooe_oerje_Skela	HR	0	0	31803	108.86	2009	2021	46.110167	17.15275	31892	0	46.10833	17.15833	46.1104	17.1537	31750
222	860	HR	5063	Draoe	Terezino_Polje	HR	0	0	33916	100.67	1991	2021	45.944528	17.461778	34238	0	45.94167	17.45833	45.9454	17.4621	33993
223	864	HR	5005	Draoe	Belisce	HR	0	0	38500	83.99	2009	2021	45.688472	18.4185	38134	0	45.69167	18.425	45.6896	18.4196	38515
224	868	HR	5130	Danube	Dalj	HR	0	0	252208	75.2	2009	2021	45.491028	18.995028	252870	0	45.49167	18.99167	45.4896	18.9971	254038
225	869	HR	5070	Danube	oekooer	HR	0	0	253147	76.19	2009	2021	45.355417	19.002056	254103	0	45.35833	19.00833	45.3571	19.0029	254161
226	870	HR	5024	Danube	Ilok	HR	0	0	253737	73.97	2009	2021	45.230444	19.37825	254717	0	45.225	19.375	45.2321	19.3779	256409
227	886	DE	10078000	Danube	Pfelling	DE	0	0	37757	30816	2013	2021	48.8798	12.7472	37757	0	48.875	12.74167	48.8788	12.7471	37606
228	892	DE	11405000	Iller	Wiblingen	DE	0	0	2040	46824	1991	2021	48.3708	9.9874	2173	0	48.375	9.99167	48.3704	9.9871	2150
229	895	DE	12006000	Lech	Augsburg_u_d_Wertachmuendung	DE	0	0	3803	45678	1990	2021	48.4081	10.888	4003	0	48.40833	10.89167	48.4079	10.8887	3776
230	900	DE	14008006	Naab	Heitzenhofen	DE	0	0	5432	33364	1991	2021	49.1183	11.9363	5418	0	49.125	11.94167	49.1179	11.9362	5417
231	903	DE	15207507	Regen	Marienthal	DE	0	0	2590	33700	2013	2021	49.223	12.1756	2605	0	49.225	12.175	49.2229	12.1754	2607
232	904	DE	16005701	Isar	Muenchen	DE	0	0	2814	50036	2013	2021	48.1455	11.5969	2878	0	48.14167	11.59167	48.1454	11.5963	2858
233	906	DE	16007004	Isar	Landshut_Birket	DE	0	0	7915	38865	2013	2021	48.5275	12.1332	7971	0	48.525	12.125	48.5288	12.1329	7962
234	1014	RS	47290	Ibar	Usce	RS	0	0	6883	329.89	2014	2021	43.465178	20.621409	6805	0	43.45833	20.625	43.4654	20.6204	6769
235	1021	AT	5002427	Salzach	Salzburg-Nonntal	AT	0	0	4394	413.07	2013	2021	47.798051	13.053879	4418	0	47.79167	13.05833	47.7979	13.0538	4404
236	1308	SI	2005	Draoe	Crnece	SI	0	0	12060	46.59	2011	2021	46.586993	15.018159	12080	0	46.59167	15.00833	46.5862	15.0179	12025
237	1311	UA	44006	Tisza	Rahiv	UA	0	0	1070	429.73	2000	2021	48.061111	24.212222	1069	0	48.05833	24.20833	48.0613	24.2121	1057
238	1321	UA	44090	Latorica	Mukacheoe	UA	0	0	1360	115.6	2000	2021	48.443611	22.718056	1352	0	48.44167	22.725	48.4438	22.7171	1351
239	1322	UA	44093	Latorica	Chop	UA	0	0	2870	96.58	2000	2021	48.455	22.213611	3565	0	48.45833	22.20833	48.4521	22.2137	3261
240	1324	UA	44113	Uzh	Zaricheoe	UA	0	0	1280	154.56	2000	2021	48.771111	22.501389	1283	0	48.775	22.49167	48.7713	22.5004	1283
241	1327	UA	42148	Prut	Chernioesi	UA	0	0	6890	155.89	1991	2021	48.311111	25.920556	6906	0	48.30833	25.925	48.3113	25.9204	6852
242	1328	UA	42187	Cheremosh	Usteriky	UA	0	0	1500	474.09	2000	2021	48.116389	25.011944	1512	0	48.10833	25.00833	48.1146	25.0104	1504
243	1696	HR	5044	Mur	Mursko_Sredisce	HR	0	0	10891	156.29	2014	2021	46.514667	16.443556	10896	0	46.50833	16.44167	46.5154	16.4438	10845
244	1697	HR	5035	Mur	Gorican	HR	0	0	13148	138.59	2014	2021	46.419556	16.693	13037	0	46.40833	16.70833	46.4196	16.6938	13004
245	1698	SI	4860	Kolpa	Metlika	SI	0	0	1966	126.96	2005	2021	45.63482	15.32294	1962	0	45.64167	15.325	45.6346	15.3229	2062
246	1708	UA	42804	Danube	Izmayil	UA	0	0	813000	-0.18	2016	2021	45.327926	28.832233	790372	0	45.325	28.825	45.3271	28.8313	795324
247	1734	BA	Sanski Most	Sana	Sanski_Most	BA	0	0	2008	156.04	2006	2021	44.766389	16.666111	1420	0	44.75833	16.675	44.7662	16.6662	1680
248	1736	BA	Kozluk	oebas	Kozluk	BA	0	0	3161	342.51	2006	2021	44.34	17.273611	2083	0	44.34167	17.275	44.3396	17.2737	2052
249	1740	BA	Merdani	Lasoe	Merdani	BA	0	0	950	357.59	2006	2021	44.134722	17.9125	965	0	44.14167	17.90833	44.1346	17.9129	955
250	1976	DE	6342200	Iller	KEMPTEN	DE	0	0	955	-	1990	2009	47.73	10.31	947	0	47.725	10.325	47.7304	10.3171	952
251	2026	SK	6142551	Kysuca	KYSUCKE_NOoe_MESTO	SK	0	0	1037	-	1990	2002	49.29	18.78	967	0	49.29167	18.775	49.2888	18.7804	952
252	2027	SK	6144300	Hornad	ZDANA	SK	0	0	4390	-	1990	2002	48.6	21.34	4248	0	48.60833	21.34167	48.5996	21.3379	4247
253	2028	HU	6442100	Zala	ZALAAPATI	HU	0	0	1597	-	1990	1996	46.73	17.11	1530	0	46.725	17.125	46.7296	17.1212	1496
254	2029	BG	6842400	Danube	LOM	BG	0	0	585869	-	1992	2000	43.84	23.24	579998	0	43.84167	23.24167	43.8396	23.2413	584380
255	2030	UA	6942200	Siret	STOROZHYNETS	UA	0	0	842	-	1990	1996	48.16	25.71	676	0	48.15833	25.70833	48.1621	25.7104	663
256	2031	RO	42430	Tarnaoe_Mare	Tarnaoe_Mare_BLAJ	RO	0	0	3775	-	1990	2001	46.170901	23.920442	3693	0	46.175	23.925	46.1713	23.9204	3646
257	2032	RO	44010	Strei	Strei_PETRENI	RO	0	0	1750	-	1990	2001	45.8	23.033333	1966	0	45.80833	23.025	45.8004	23.0262	1934
258	2034	RO	44524	Crisul_Repede	ORADEA	RO	0	0	6003	-	1991	2003	47.05	21.933333	2174	0	47.05833	21.925	47.0554	21.9329	2160
259	2036	BA	A1208	Dunav	Bajina Bata	BA	0	0	14000	-	1991	2003	43.98	19.55	14897	0	43.975	19.54167	43.979583	19.550417	14843
260	2141	AT	6242420	KREMS	IMBACH	AT	0	0	306	-	1990	2010	48.44	15.56	309	0	48.44167	15.55833	48.4438	15.5621	300
261	2209	HU	6442450	DANUBE_RIoeR	DUNAALMAS	HU	0	0	171720	-	1990	1996	47.73	18.33	171742	0	47.74167	18.325	47.7362	18.3296	171048
262	2532	RO	6842200	DANUBE_RIoeR	NOoe_SELO	RO	0	0	584900	-	1992	2000	44.16	22.82	575537	0	44.15833	22.825	44.1537	22.8196	581127
263	2534	RO	6842800	DANUBE_RIoeR	RUSE	RO	0	0	669900	-	1992	2000	43.86	25.95	659920	0	43.85833	25.94167	43.8588	25.9521	665381
264	2535	RO	6842900	DANUBE_RIoeR	SILISTRA	RO	0	0	689700	-	1992	2000	44.13	27.26	680795	0	44.125	27.25833	44.1246	27.2613	686677
265	2726	BG	17850	Skat	Miziya	BG	0	0	4523	-	1991	2004	43.685	23.8612	1064	0	43.69167	23.85833	43.685	23.853	1045
266	2732	BG	22750	Osum	Looech	BG	0	0	5498	-	1991	2004	43.141667	24.722222	925	0	43.14167	24.725	43.1421	24.7204	919
267	2744	BG	42017	Donau	BECHET	BG	0	0	599244	-	1991	2003	43.75	23.95	599244	0	43.74167	23.95833	43.7454	23.9504	604790
268	2745	BG	42024	Donau	TURNU_MAGURELE	BG	0	0	639731	-	1991	2003	43.7	24.883333	639731	0	43.70833	24.89167	43.7079	24.8829	645185
269	2746	RO	42031	Dadilooet	OLTENITA	RO	0	0	676229	-	1991	2003	44.066667	26.66667	676229	0	44.05833	26.625	44.0671	26.6671	681466
270	2747	RO	42051	Donau	BRAILA	RO	0	0	708285	-	1991	2003	45.283333	27.983333	708285	0	45.275	27.99167	45.2804	27.9896	713871
271	2748	UA	42055	Donau	ISACCEA	UA	0	0	805700	-	1991	2003	45.283333	28.483333	785381	0	45.275	28.475	45.2796	28.4829	790480
272	2818	sk	Hron	Hron	Hron	sk	0	0	5325	-	1991	2002	47.859835	18.657613	5421	0	47.84167	18.675	47.8663	18.6612	5149
273	2966	BA	Prijedor	Sana	Prijedor	BA	0	0	3191	-	2000	2011	44.97385	16.703856	2579	0	44.975	16.70833	44.9738	16.7037	2842
274	2969	HR	Brodarci	Kupa	Brodarci	HR	0	0	3405	-	2000	2011	45.544444	15.533889	2507	0	45.54167	15.54167	45.5429	15.5329	2627
275	2970	HR	Pleternica	Orljaoe	Pleternica	HR	0	0	745	-	2006	2011	45.361186	17.752702	732	0	45.325	17.775	45.3354	17.7504	717
276	2971	SI	Litija I	Saoe	Litija_I	SI	0	0	4821	-	2000	2011	46.055556	14.823056	4182	0	46.05833	14.825	46.0562	14.8229	4879
277	2974	SI	Nazarje	Saoenja	Nazarje	SI	0	0	457	-	2000	2011	46.3212	14.9524	466	0	46.325	14.95833	46.3212	14.9521	457
278	2975	BA	Daljan	oebas	Daljan	BA	0	0	1034	-	2006	2011	44.158531	17.39651	1042	0	44.14167	17.39167	44.1454	17.3913	1039
279	2976	BA	Olovo	Krioeja	Olooe	BA	0	0	737	-	2006	2011	44.12575	18.57989	697	0	44.125	18.575	44.1254	18.5754	849
280	2977	RS	Cedovo	oepa	Cedooe	RS	0	0	501	-	2000	2011	43.303417	20.064127	540	0	43.29167	20.05833	43.2821	20.0637	529
281	2978	RS	Lesnica	Jadar	Lesnica	RS	0	0	959	-	1990	2015	44.633056	19.279444	968	0	44.625	19.275	44.6304	19.2779	1002
282	2979	RS	Valjevo	Kolubara	oeljeoe	RS	0	0	340	-	2000	2011	44.268889	19.892222	340	0	44.25833	19.875	44.2679	19.8921	339
283	2980	RS	Slovac	Kolubara	Slooec	RS	0	0	995	-	2000	2011	44.338333	20.085	999	0	44.34167	20.075	44.3396	20.0871	989
284	2981	RS	Cemanov most	Tamnaoe	Cemanooemost	RS	0	0	385	-	2000	2011	44.480881	20.024614	314	0	44.475	20.025	44.4796	20.0246	309
285	3021	RS	45836_Brodarevo	Lim	45836_Brodareoe_Lim	RS	0	0	2762	-	1990	2011	43.233145	19.720081	2660	0	43.225	19.725	43.2329	19.7196	2653
286	3022	RS	45842_Priboj_Li	Lim	45842_Priboj_Lim	RS	0	0	3684	-	1990	2015	43.581616	19.523649	3521	0	43.575	19.525	43.5812	19.5237	3544
287	3023	RS	45838_Prijepolj	Mileseoea	45838_Prijepolje_Mileseoea	RS	0	0	155	-	1990	2015	43.381675	19.636986	150	0	43.39167	19.65833	43.3904	19.6471	153
288	3024	RS	45890_Zavlaka_J	Jadar	45890_Zaoeaka_Jadar	RS	0	0	313	-	1991	2015	44.449612	19.49097	298	0	44.44167	19.50833	44.4496	19.4913	309
289	4192	SI	2250	Meza	Otiki_oeh_I	SI	0	0	553	334	2017	2021	46.57775	15.02594	550	0	46.575	15.025	46.5779	15.0262	551
290	4194	SI	2390	Mislinja	Otiki_oeh_I	SI	0	0	232	344.75	2017	2021	46.56751	15.03725	235	0	46.575	15.04167	46.5671	15.0371	232
291	4198	SI	2640	Draoenja	Makole	SI	0	0	303	240.22	2017	2021	46.31928	15.67041	323	0	46.325	15.675	46.3196	15.6704	300
292	4199	SI	2652	Draoenja	oedem	SI	0	0	767	209.04	2017	2021	46.36835	15.90297	870	0	46.375	15.90833	46.3679	15.9029	841
293	4202	SI	2754	Polskaoe	Træec	SI	0	0	189	214.07	2017	2021	46.36367	15.87807	268	0	46.375	15.85833	46.3629	15.8763	256
294	4205	SI	2900	Pesnica	Zamuani_I	SI	0	0	480	201.85	2017	2021	46.41413	16.03396	533	0	46.40833	16.04167	46.4146	16.0337	505
295	4216	SI	4200	Sora	Suha_I	SI	0	0	569	329.47	2017	2021	46.16203	14.32602	592	0	46.15833	14.325	46.1621	14.3262	568
296	4218	SI	4230	Poljanska_Sora	Zminec	SI	0	0	307	343.33	2017	2021	46.15302	14.29013	322	0	46.15833	14.29167	46.1529	14.2904	308
297	4224	SI	4515	Raca	oer	SI	0	0	161	299.04	2017	2021	46.14401	14.61682	162	0	46.14167	14.625	46.1437	14.6171	163
298	4229	SI	4695	Mirna	Jelooec	SI	0	0	271	208.49	2017	2021	45.98862	15.23025	392	0	45.99167	15.225	45.9879	15.2304	382
299	4232	SI	4750	Sutla	Rakooec	SI	0	0	561	140.12	2017	2021	45.92091	15.70428	554	0	45.925	15.70833	45.9213	15.7054	564
300	4235	SI	4820	Kupa	Petrina	SI	0	0	467	219.31	2017	2021	45.46389	14.85176	413	0	45.45833	14.84167	45.4637	14.8521	530
301	4236	SI	4828	Kupa	Sodeoei	SI	0	0	1136	180.84	2017	2021	45.48469	15.07558	1127	0	45.49167	15.075	45.4846	15.0754	1232
302	4241	SI	5479	Gradascica	Bokalce	SI	0	0	155	296.63	2017	2021	46.04521	14.44644	155	0	46.04167	14.44167	46.0454	14.4454	156
303	4248	SI	6140	Saoenja	Celje_II_brv	SI	0	0	1192	230.31	2017	2021	46.22807	15.26002	1201	0	46.225	15.25833	46.2279	15.2604	1187
304	4252	SI	6550	Bolska	Dolenja_oes_II	SI	0	0	170	267.87	2017	2021	46.23922	15.09288	174	0	46.24167	15.09167	46.2396	15.0921	176
305	4254	SI	6720	oeglajna	Celje_II	SI	0	0	203	234.23	2017	2021	46.23203	15.28322	205	0	46.225	15.29167	46.2321	15.2829	199
306	4255	SI	6790	Hudinja	kofja_oes	SI	0	0	156	242.23	2017	2021	46.26469	15.2867	159	0	46.25833	15.29167	46.2646	15.2871	155
307	4257	SI	7060	Krka	Soteska	SI	0	0	950	167.59	2017	2021	45.77941	15.0192	929	0	45.775	15.025	45.7788	15.0196	923
308	4258	SI	7110	Krka	Gorenja_Gomila	SI	0	0	1874	148.67	2017	2021	45.86751	15.28555	1415	0	45.875	15.29167	45.8679	15.2854	1444
309	5214	BA	45628	oebas	Banja_Luka	BA	0	0	4588	151.21	2016	2021	44.76468	17.18852	3484	0	44.75833	17.19167	44.7646	17.1887	3416
310	5216	BA	45745	Bosna	Doboj	BA	0	0	4588	137.01	2016	2021	44.74447222	18.095683	9655	0	44.75833	18.09167	44.744	18.096	6804
311	5217	BA	45616	Plioe	Majeoec	BA	0	0	156	461.53	2015	2021	44.238878	17.024121	156	0	44.24167	17.025	44.2388	17.0237	131
312	5218	BA	45620	Plioe	oelari	BA	0	0	1665	435.1	2015	2021	44.29215278	17.11525	577	0	44.29167	17.10833	44.2921	17.1154	556
313	5219	BA	45640	oebanja	oebanja	BA	0	0	778	166.22	2016	2021	44.74743529	17.272768	782	0	44.74167	17.25833	44.7471	17.2729	771
314	5220	BA	45521	Una	Nooe_Grad_nizoedno	BA	0	0	8507	116.06	2003	2021	45.05355904	16.384199	7020	0	45.05833	16.39167	45.0538	16.3837	8485
